week,rank,title_name,platform_name,developer_name,title_id,platform_id,developer_id,title_url,platform_url,developer_url,genre,weekly_sales,total_sales,week_num
42771,50,Gears of War 4,XOne,Microsoft Game Studios,85730,68,10313,http://www.vgchartz.com/game/85730/gears-of-war-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Shooter,Pro,N/A,17
42771,51,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,84977,69,16527,http://www.vgchartz.com/game/84977/naruto-shippuden-ultimate-ninja-storm-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16527/namco-bandai-games/,Fighting,Pro,N/A,52
42771,52,Minecraft: Xbox 360 Edition,X360,Microsoft Game Studios,51765,7,10313,http://www.vgchartz.com/game/51765/minecraft/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Misc,Pro,N/A,192
42771,53,NBA 2K17,X360,Take-Two Interactive,103820,7,1631,http://www.vgchartz.com/game/103820/nba-2k17/,http://www.vgchartz.com/platform/7/xbox-360/,http://www.vgchartz.com/companies/1631/take-two-interactive/,Sports,Pro,N/A,21
42771,54,Overwatch,XOne,Activision,86156,68,47,http://www.vgchartz.com/game/86156/overwatch/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/47/activision/,Shooter,Pro,N/A,37
42771,55,Rock Band 4,XOne,Harmonix Music Systems,85234,68,7457,http://www.vgchartz.com/game/85234/rock-band-4/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/7457/harmonix-music-systems/,Misc,Pro,N/A,70
42771,56,The Legend of Zelda: Ocarina of Time 3D,3DS,Nintendo,71321,42,1167,http://www.vgchartz.com/game/71321/the-legend-of-zelda-ocarina-of-time/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Action,Pro,N/A,294
42771,57,Super Mario Maker,3DS,Nintendo,132798,42,1167,http://www.vgchartz.com/game/132798/super-mario-maker/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Platform,Pro,N/A,10
42771,58,Titanfall 2,PS4,Electronic Arts,112243,69,474,http://www.vgchartz.com/game/112243/titanfall-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,Pro,N/A,15
42771,59,Batman: Return to Arkham,XOne,Warner Bros. Interactive Entertainment,113290,68,15839,http://www.vgchartz.com/game/113290/batman-return-to-arkham/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/15839/warner-bros-interactive-entertainment/,Action,Pro,N/A,16
42771,60,Luigi's Mansion: Dark Moon,3DS,Nintendo,51836,42,1167,http://www.vgchartz.com/game/51836/luigis-mansion-dark-moon/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Action,Pro,N/A,202
42771,61,Paper Mario: Color Splash,WiiU,Nintendo,94672,47,1167,http://www.vgchartz.com/game/94672/paper-mario-color-splash/,http://www.vgchartz.com/platform/47/wii-u/,http://www.vgchartz.com/companies/1167/nintendo/,Role-Playing,Pro,N/A,18
42771,62,Just Dance 2017,Wii,Ubisoft,119948,2,1750,http://www.vgchartz.com/game/119948/just-dance-2017/,http://www.vgchartz.com/platform/2/wii/,http://www.vgchartz.com/companies/1750/ubisoft/,Misc,Pro,N/A,15
42771,63,Rock Band 4,PS4,Harmonix Music Systems,85235,69,7457,http://www.vgchartz.com/game/85235/rock-band-4/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/7457/harmonix-music-systems/,Misc,Pro,N/A,70
42771,64,Kirby: Planet Robobot,3DS,Nintendo,94687,42,1167,http://www.vgchartz.com/game/94687/kirby-planet-robobot/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Action,Pro,N/A,35
42771,65,Titanfall 2,XOne,Electronic Arts,112244,68,474,http://www.vgchartz.com/game/112244/titanfall-2/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/474/electronic-arts/,Shooter,Pro,N/A,15
42771,66,DiRT Rally,XOne,Codemasters,86259,68,318,http://www.vgchartz.com/game/86259/dirt-rally/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/318/codemasters/,Racing,Pro,N/A,44
42771,67,Rocket League,XOne,505 Games,86251,68,23,http://www.vgchartz.com/game/86251/rocket-league/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/23/505-games/,Sports,Pro,N/A,31
42771,68,The Last Guardian,PS4,Sony Computer Entertainment,85727,69,1535,http://www.vgchartz.com/game/85727/the-last-guardian/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1535/sony-computer-entertainment/,Action,Pro,N/A,9
42771,69,Mario Party: Star Rush,3DS,Nintendo,120134,42,1167,http://www.vgchartz.com/game/120134/mario-party-star-rush/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/1167/nintendo/,Misc,Pro,N/A,14
42771,70,Fate/Extella: The Umbral Star,PS4,Xseed Games,124389,69,1872,http://www.vgchartz.com/game/124389/fateextella-the-umbral-star/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/1872/xseed-games/,Action,Pro,N/A,3
42771,71,Monster Hunter Generations,3DS,Capcom,85569,42,270,http://www.vgchartz.com/game/85569/monster-hunter-x/,http://www.vgchartz.com/platform/42/nintendo-3ds/,http://www.vgchartz.com/companies/270/capcom/,Action,Pro,N/A,30
42771,72,Dark Souls III,PS4,Namco Bandai Games,85669,69,16527,http://www.vgchartz.com/game/85669/dark-souls-iii/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/16527/namco-bandai-games/,Role-Playing,Pro,N/A,43
42771,73,EA Sports UFC 2,PS4,Electronic Arts,86173,69,474,http://www.vgchartz.com/game/86173/ea-sports-ufc-2/,http://www.vgchartz.com/platform/69/playstation-4/,http://www.vgchartz.com/companies/474/electronic-arts/,Sports,Pro,N/A,47
42771,74,Final Fantasy XV,XOne,Square Enix,73943,68,1567,http://www.vgchartz.com/game/73943/final-fantasy-xv/,http://www.vgchartz.com/platform/68/xbox-one/,http://www.vgchartz.com/companies/1567/square-enix/,Role-Playing,Pro,N/A,10
42771,75,Minecraft: Wii U Edition,WiiU,Microsoft Game Studios,108803,47,10313,http://www.vgchartz.com/game/108803/minecraft/,http://www.vgchartz.com/platform/47/wii-u/,http://www.vgchartz.com/companies/10313/microsoft-game-studios/,Misc,Pro,N/A,34
